,languages,language_type,label 
932,मुझे बाहर जाने दो!,hindi,1
933,और एक बार।,hindi,1
934,बैठिए।,hindi,1
935,क्या नया है?,hindi,1
936,नया क्या है?,hindi,1
937,वह कौन है?,hindi,1
938,चिल्लाओ मत!,hindi,1
939,चिल्लाईए मत।,hindi,1
940,वह खड़ा हो गया।,hindi,1
941,वह ताकतवर है।,hindi,1
942,आप कैसे हैं?,hindi,1
943,तुम कैसे हो?,hindi,1
944,तुम कैसी हो?,hindi,1
945,तू कैसा है?,hindi,1
946,तू कैसी है?,hindi,1
947,आप कैसी हैं?,hindi,1
948,आप कैसे हो?,hindi,1
949,मुझे भूख लगी है।,hindi,1
950,मुझे दोनो पसंद हैं।,hindi,1
951,मुझे केक अच्छा लगता है।,hindi,1
952,मुझे कुत्ते अच्छे लगते हैं।,hindi,1
953,मुझे गणित पसंद है।,hindi,1
954,मैं आऊंगा।,hindi,1
955,कोई नहीं आया।,hindi,1
956,क्या मैं ग़लत था?,hindi,1
957,यह क्या है?,hindi,1
958,क्या तुम बीमार हो?,hindi,1
959,उसको अंदर ले आओ।,hindi,1
960,हमारे साथ आओ।,hindi,1
961,एसटर मुबारक हो!,hindi,1
962,टॉम चला गया क्या?,hindi,1
963,वह फ़्रानसीसी है।,hindi,1
964,मैं घर पर हूँ।,hindi,1
965,मैं हिल नहीं सकता।,hindi,1
966,मुझे नहीं पता।,hindi,1
967,मुझे नहीं मालूम।,hindi,1
968,मेरे पास एक गाड़ी है।,hindi,1
969,मेरे पास एक कुत्ता है।,hindi,1
970,मैं समझता हूँ।,hindi,1
971,मैं डॉक्टर हूँ।,hindi,1
972,मैं भूख से मरा जा रहा हूँ।,hindi,1
973,यह किताब है।,hindi,1
974,बरफ़ गिर रही है।,hindi,1
975,बहुत ज़्यादा बड़ा है।,hindi,1
976,कृपया जाईये।,hindi,1
977,अविश्वसनीय!,hindi,1
978,हम खुश हैं।,hindi,1
979,यह क्या है?,hindi,1
980,थक गए हो क्या?,hindi,1
981,तुम गाड़ी चला सकते हो क्या?,hindi,1
982,मोटे मत हो जाना।,hindi,1
983,हार मत मान लो।,hindi,1
984,पीकर खतम करदो।,hindi,1
985,मौत तो सभी की होती है।,hindi,1
986,फूल खिलते हैं।,hindi,1
987,मैं हूँ जो हूँ।,hindi,1
988,मैं उसे लेलूँगा।,hindi,1
989,मैं अब थक गया हूँ।,hindi,1
990,मैं बहुत व्यस्थ हूँ।,hindi,1
991,वह बिल्ली है क्या?,hindi,1
992,यह मुफ़्त है।,hindi,1
993,यह मुफ़्त का है।,hindi,1
994,मुझे दिखाओ।,hindi,1
995,मुझे देखने दो।,hindi,1
996,मुझे ट्राए करने दो।,hindi,1
997,जल्दी कीजिए।,hindi,1
998,मैं अंदर आ सकता हूँ क्या?,hindi,1
999,दरवाज़ा खोलो।,hindi,1
1000,ईश्वर उनकी मदद करता है जो स्वयं की मदद करते हैं।,hindi,1
1001,वह रूसी बोलना और लिखना दोनो जानता है।,hindi,1
1002,उसको वाक्य समझ में नहीं आया।,hindi,1
1003,उसने छः बरस के बच्चे की तरह रोया।,hindi,1
1004,उसने विदेश में पढ़ने का निर्णय लिया।,hindi,1
1005,उसने मेरे अज्ञान पर आशंका जताई।,hindi,1
1006,उसने टूटे हुए टुकड़ों को वापस जोड़ा।,hindi,1
1007,वह धीरे-धीरे ठीक हो जाएगा।,hindi,1
1008,उसकी मेरे लिए सलाह यह थी कि मैं ज़्यादा मन लगाकर काम करूँ।,hindi,1
1009,उसके बात करने के तरीके पर मुझे खींज आती है।,hindi,1
1010,जल्दी करो तो ट्रेन पकड़ सकते हो।,hindi,1
1011,मैं ऑक्सफ़र्ड विश्वविद्यालय में विद्यार्थी हूँ।,hindi,1
1012,मैं अपनी नई गाड़ी से बहुत खुश हूँ।,hindi,1
1013,मैंने अपने कुत्ते को पालतू जानवरों के कब्रिस्तान में बरी कर दिया।,hindi,1
1014,मैं दस डॉलर से ज़्यादा नहीं खर्चना चाह्ता हूँ।,hindi,1
1015,मैंने सपने में भी नहीं सोचा था कि तुम हार जाओगे।,hindi,1
1016,मैं अपनी नानी से हफ़्ते में दो बार मिलने जाता हूँ।,hindi,1
1017,मैं अपनी दादी से हफ़्ते में दो बार मिलने जाता हूँ।,hindi,1
1018,कल मैं पूरे दिन बिस्तर में था।,hindi,1
1019,मैं कल कनाडा वापस आऊँगा।,hindi,1
1020,मैंने पाँच साल के लिए अंग्रेज़ी पढ़ी है।,hindi,1
1021,जापान में सभी बच्चें स्कूल जाते हैं।,hindi,1
1022,बच्चे पर ध्यान रखना थोड़ी देर के लिए।,hindi,1
1023,हमे यहाँ हफ़्ते में एक बार मिलना चाहिए।,hindi,1
1024,मेरा जन्मदिन आज से एक महीने में है।,hindi,1
1025,मेरे पापा आमतौर पर छः बजे घर लौटकर आते हैं।,hindi,1
1026,मेरे पापा रात को खाना खाने के बाद दौड़ने गए थे।,hindi,1
1027,मेरे पापा बिजली की कम्पनी में काम करते हैं।,hindi,1
1028,किसी को भी उसके निर्दोष होने का यकीन नहीं है।,hindi,1
1029,हर इनसान की राय अलग होती है।,hindi,1
1030,हर इनसान की सोच अलग होती है।,hindi,1
1031,वह हमेशा अपनी टीचर की शिक़ायत करती है।,hindi,1
1032,उसको लगता है कि उसका बेटा अभी भी ज़िंदा है।,hindi,1
1033,वह तो ऐसे बात करती है जैसे उसे सब कुछ पता हो।,hindi,1
1034,हम एक दिन भारत का सफ़र करने जाएंगे।,hindi,1
1035,"कुछ लोगों को चाय अच्छी लगती है, और कुछ लोगों को कॉफ़ी।",hindi,1
1036,सितारे दिन में नहीं दिखते |,hindi,1
1037,मुझे नौवे महीने का नाम बताओ।,hindi,1
1038,वह अफ़वाह पूरी तरह से बेबुनयाद है।,hindi,1
1039,बिल्ली धीरे से चूहे की तरफ़ बढ़ी।,hindi,1
1040,बच्चों की देखभाल अच्छी तरह से की जाती थी।,hindi,1
1041,डॉक्टर ने उसे सिगरेट न पीने की सलह दी।,hindi,1
1042,डॉक्टर ने उन्हें सिगरेट न पीने की सलह दी।,hindi,1
1043,क़ानून के मुताबिक सभी मनुष्य समान हैं।,hindi,1
1044,प्लान अब तक कामयाब रहा है।,hindi,1
1045,विमान एक घंटे में उड़ान भरेगा।,hindi,1
1046,हवा ने पत्तियों को यहाँ-वहाँ बिखेर दिया।,hindi,1
1047,क्योटो में बहुत सारे पुराने मंदिर हैं।,hindi,1
1048,यह टोपी उस ब्राऊन ड्रेस के साथ जचती नहीं है।,hindi,1
1049,हम इस विषय पर सहमत हैं।,hindi,1
1050,हम नदी को तैरकर पार कर पाए।,hindi,1
1051,हमने थोड़ी देर के लिए एक-दूसरे के साथ बात करी।,hindi,1
1052,हम सब नाश्ते के समय बहुत खुश थे।,hindi,1
1053,तुम कॉलेज जाकर क्या करोगे?,hindi,1
1054,तुम आमतौर पर रात में खाना खाने के बाद क्या करते हो?,hindi,1
1055,कल का मौसम कैसा था?,hindi,1
1056,दुनिया चाय के बिना क्या करेगी?,hindi,1
1057,तुम कौनसे जूते पहनोगी?,hindi,1
1058,मुझे अगले हफ़्ते देखने आओगे ना?,hindi,1
1059,आप थोड़ा धीरे बोल सकते हैं क्या?,hindi,1
1060,तुम अच्छा काम कर रहे हो। ऐसे ही करते रहो।,hindi,1
1061,तुम्हे बच्चे को अकेला नहीं छोड़ना चाहिए।,hindi,1
1062,तुमने असली हीरा कभी देखा ही नहीं है।,hindi,1
1063,वादी में से एक नदी बहती है।,hindi,1
1064,गाँव पर गहरा कोहरा छा गया।,hindi,1
1065,कुरसियाँ काफ़ी हैं क्या?,hindi,1
1066,मुझे कभी-कभी अपनी नौकरी छोड़ देने का मन करता है।,hindi,1
1067,बौद्ध धर्म भारत में पैदा हुआ था।,hindi,1
1068,मक्खन और पनीर दूध से बनते हैं।,hindi,1
1069,मुझे शास्त्रीय संगीत सुनने का शौक नहीं है।,hindi,1
1070,मेरे लिए एक और गरम तौलिया ला सकते हैं क्या?,hindi,1
1071,क्या आपको पेट में दर्द महसूस हो रहा है?,hindi,1
1072,उसने अपने पैर की एक हड्डी तोड़ ली।,hindi,1
1073,उसमें उसके पिता जितनी बेसब्री नहीं थी।,hindi,1
1074,उसने फटाफट चिट्ठी का जवाब दिया।,hindi,1
1075,उसने हल्के से उसके कंधे पर हाथ रखा।,hindi,1
1076,उसने कहा था कि वह मुझसे अगले दिन मिलेगा।,hindi,1
1077,वह इटली के एक छोटे से गाँव में पैदा हुआ था।,hindi,1
1078,वह सड़क के किनारे पर खड़ा था।,hindi,1
1079,वह बड़ा होकर डॉक्टर बनना चाहता है।,hindi,1
1080,उसने अपने माथे से पसीना पोंछा।,hindi,1
1081,"वह जहाँ भी जाता है, उसका कुत्ता उसके पीछे पीछे जाता है।",hindi,1
1082,तुम इन वाक्यों का क्या माईने निकालते हो?,hindi,1
1083,मैं बड़े पैमाने पर व्यापार कर रहा हूँ।,hindi,1
1084,मैं उससे पहले कई बार मिल चुका था।,hindi,1
1085,मैं उससे पहले कई बार मिल चुका था।,hindi,1
1086,मेरा एक दोस्त है जो इंग्लैंड में रहता है।,hindi,1
1087,मुझे इस विषय पर कुछ नहीं कहना है।,hindi,1
1088,मैंने अपने पापा को फूलों को पानी डालने में मदद करी थी।,hindi,1
1089,मैंने रोम जाने के मौका का फ़ायदा उठाया।,hindi,1
1090,"मुझे यह बताओ, कि टॉम ऐसा कर क्यों रहा है।",hindi,1
1091,मैं उस गाड़ी की रफ़तार देखकर हैरान रह गया।,hindi,1
1092,मुझे डर था कि तुम मुझे छोड़ दोगे।,hindi,1
1093,आंकरेज होते हुए मैं युरोप गया।,hindi,1
1094,मैं अपनी कमाई से संतुष्ट हूँ।,hindi,1
1095,मैं अपनी वर्तमान आमदनी से संतुष्ट हूँ।,hindi,1
1096,"माफ़ कीजिएगा, पर मैं आपको ठीक से सुन नहीं पा रहा हूँ।",hindi,1
1097,"माफ़ कीजिएगा, पर मैं आपको ठीक से सुन नहीं पा रही हूँ।",hindi,1
1098,मेरी पीठ में थोड़ा दर्द हो रहा है।,hindi,1
1099,मेरा एक भाई और दो बहनें हैं।,hindi,1
1100,सोचो कि तुम्हारे पास एक टाइम मशीन है।,hindi,1
1101,उन दिनों में मैं (रात में) जल्दी से सो जाया करता था।,hindi,1
1102,तुम्हारी बारी है। इस तरफ़ आओ।,hindi,1
1103,उसने मुझसे उसकी असभ्यता के बारे में शिक़ायत करी।,hindi,1
1104,उसने हमारे लिए बहुत ही शानदार भोजन तैयार किया।,hindi,1
1105,वह सोना का बहाना कर रही थी।,hindi,1
1106,वह पहली बार पैरिस गई थी।,hindi,1
1107,लाल छत वाला वह टॉम का घर है।,hindi,1
1108,वह तुम्हारे सर के लिए बहुत छोटा है।,hindi,1
1109,रेलगाड़ी में १५ डब्बे हैं।,hindi,1
1110,इस साल बहुत बारिश पड़ी है।,hindi,1
1111,उन्होंने ख़ज़ाना ढूँढने के लिए यहाँ-वहाँ खोदा।,hindi,1
1112,बाएं मुड़ो और तुम्हें एक कैफ़े मिलेगा।,hindi,1
1113,हम सब तुम्हारे स्वास्थ्य के लिए बहुत चिंतित हैं।,hindi,1
1114,हम सब तुम्हारी सेहत के लिए बहुत परेशान हैं।,hindi,1
1115,हम उसके घर के सामने मिलेंगे।,hindi,1
1116,तुम्हारे दिमाग़ में यह बात कैसे आई?,hindi,1
1117,डिनर किसके साथ करोगे?,hindi,1
1118,तुम यहाँ से पूरा शहर देख सकते हो।,hindi,1
1119,तुम्हे मीटिंग में आना चाहिए था।,hindi,1
1120,मुझे कल सोते समय दिमाग़ में एक अच्छा आयडिया आया।,hindi,1
1121,आखिरकार हमे सच्चाई का पता चल गया।,hindi,1
1122,उसने मुझसे एक एहसान माँगा।,hindi,1
1123,वह अपने सारे घरवालों की नकल उतार सकता है।,hindi,1
1124,न उसको फ़्रानसीसी बोलनी आती है न मुझे।,hindi,1
1125,वह ज़रूरत से ज़्यादा पैसे कमाता है।,hindi,1
1126,उसको उसके जुर्म पर बिलकुल भी पछतावा नहीं था।,hindi,1
1127,उसने अपने बच्चों को अच्छी शिक्षा दी।,hindi,1
1128,उसने मुझे उसकी गाड़ी नहीं चलाने दी।,hindi,1
1129,उसकी नाकामयाबी से मेरा कोई लेना-देना नहीं है।,hindi,1
1130,कम्पनी ने कितनी गाड़ियाँ ख़रीदीं हैं?,hindi,1
1131,जहाज़ में कितने लोग हैं?,hindi,1
1132,जब मैं छोटा था मैं हमेशा जल्दी सोकर उठा करता था।,hindi,1
1133,मैं मोहन के साथ गेंद खेलने जा रहा हूँ।,hindi,1
1134,मैं इस विषय से परिचित हूँ।,hindi,1
1135,मुझे मालूम नहीं कल बारिश होगी या नहीं।,hindi,1
1136,मुझे इस तरह का सोफ़ा नहीं खरीदना है।,hindi,1
1137,मुझे उसके बयान की सच्चाई पर शक़ है।,hindi,1
1138,मैंने उसे पहले कभी नहीं देखा था।,hindi,1
1139,मैंने अभी-अभी किताब को पढ़ना खतम किया है।,hindi,1
1140,मेरे जान-पहचान की एक लड़की को युनिसायकल चलाना आता है।,hindi,1
1141,"मुझे उसका पता पता है, पर वह एक राज़ है।",hindi,1
1142,मुझे उस घर को न खरीदने का पछतावा हो रहा है।,hindi,1
1143,मैं तुम्हें तुम्हारे होमवर्क के साथ मदद करना चाहता हूँ।,hindi,1
1144,मैं यहाँ तीन महीनों के लिए रहूँगा।,hindi,1
1145,मुझे यकीन है कि वह जल्द ही वापस आ जाएगी।,hindi,1
1146,मैंने खुद से गिटार बजाना सीख लिया है।,hindi,1
1147,तुम्हारे लिए डॉक्टर को देखने जाना ज़रूरी है।,hindi,1
1148,हमारी पिछली मुलाक़ात से अब दस साल हो गए हैं।,hindi,1
1149,अपने छाते को सामने वाले द्वार छोड़ दो।,hindi,1
1150,शब्दकोश में उस वाक्यांश को ढूँढो।,hindi,1
1151,मेरी उस समय तुम्हें ढूँढ रही थी।,hindi,1
1152,माँ ने मेरे उनका मज़ाक उड़ाने के लिए डाँट लगाई।,hindi,1
1153,मेरी माँ ने बिस्तर पर साफ़ चादर बिछाई।,hindi,1
1154,मेरी बहन अपने कमरे को हमेशा साफ़-सुथरा रखती है।,hindi,1
1155,मेरे अंकल क्रिकेट के शौकिया खिलाड़ी हैं।,hindi,1
1156,मेरे मामा क्रिकेट के शौकिया खिलाड़ी हैं।,hindi,1
1157,मेरे चाचा क्रिकेट के शौकिया खिलाड़ी हैं।,hindi,1
1158,मेरे ताऊजी क्रिकेट के शौकिया खिलाड़ी हैं।,hindi,1
1159,उसने अपने बच्चों को कमरे में बुलाया।,hindi,1
1160,वह कल रात आराम से चल बसीं।,hindi,1
1161,उसने मुझसे कहा कि उसे कुत्ता पालने का मन था।,hindi,1
1162,उसकी दादी ने उसे पाल-पोस कर बड़ा किया था।,hindi,1
1163,उसकी नानी ने उसे पाल-पोस कर बड़ा किया था।,hindi,1
1164,वह मुर्झाई हुई पत्तियों को गिरते हुए देख रही थी।,hindi,1
1165,वह दो सालों में डॉक्टर बन जाएगी।,hindi,1
1166,वह बीमारी की वजह से बाहर नहीं जा सका।,hindi,1
1167,"चाहे सुनने में जितना भी अजीब लगे, यह सच है।",hindi,1
1168,यह वाईन चखकर देखो तुम्हें अच्छी लगती है कि नहीं।,hindi,1
1169,"वह जहाँ भी जाए, वह कुत्ता उसके पीछे-पीछे जाता था।",hindi,1
1170,वह खाना न तो आदमी न जानवर को खिलाने लायक था।,hindi,1
1171,पुलिस ने सड़क पर पहरा लगा दिया था।,hindi,1
1172,आज ट्रेन दस मिनट लेट है।,hindi,1
1173,मुश्किल यह है कि उनके पास समय नहीं है।,hindi,1
1174,शक की कोई गुंजाईश नहीं रही है।,hindi,1
1175,उसको मनाने की कोशिश करने में कोई फ़ायदा नहीं है।,hindi,1
1176,उन्होंने ने मुझसे टूटी हुई खिड़की के लिए पैसे माँगे।,hindi,1
1177,वे सारी दिशाओं में फैले हुए थे।,hindi,1
1178,यह कपड़ा बहुत रेशमी है।,hindi,1
1179,यह मशीन बिजली से चलती है।,hindi,1
1180,यह दवाई तुम्हारा गला साफ़ कर देगी।,hindi,1
1181,यह दवाई दर्द को दूर कर देगी।,hindi,1
1182,दो लड़के कमरे से भागे निकल आए।,hindi,1
1183,हमारे पास घर में दो कमरे हैं जिनका हम इस्तेमाल नहीं कर रहे हैं।,hindi,1
1184,हमने पिंक रंग वाले का ऑर्डर किया था पर हमे नीले रंग वाला मिला।,hindi,1
1185,"हमने फिरसे करने की कोशीश की, पर नहीं कर पाए।",hindi,1
1186,टीवी का रिमोट कहाँ है?,hindi,1
1187,तुमने अपनी कमीज़ उलटी पहनी हुई है।,hindi,1
1188,तुमने अपनी टी-शर्ट उलटी पहनी हुई है।,hindi,1
1189,तुम्हें आसमान में बहुत सारे सितारे दिखाई देंगे।,hindi,1
1190,तुम्हे अपने समय का ठीक से इस्तेमाल करना चाहिए।,hindi,1
1191,तुम्हारी बेटी अब बच्ची नहीं है।,hindi,1
1192,"आप कहाँ रहते हैं? ""मैं टोक्यो में रहता हूँ""",hindi,1
1193,पापा कभी-कभी मुझे दफ़्तर ले जाया करते थे।,hindi,1
1194,वह गर्मी की वजह से सो नहीं पाया।,hindi,1
1195,उसने अपने दफ़तर के पैसों को गबन किया।,hindi,1
1196,"उसके पास कुछ भी कहने को नहीं था, तो वह चला गया।",hindi,1
1197,वह अपने कर्मचारियों के साथ अच्छे से निभता है।,hindi,1
1198,उसने अपनी गाड़ी बिना हिचकिचाहट हे बेच दी।,hindi,1
1199,वह मुझे भारत के बारे में कहानियाँ सुनाया करता था।,hindi,1
1200,उसकी माँ खाना बनाने में लगी हुई थी।,hindi,1
1201,वह बस दिन में कितनी बार चलती है?,hindi,1
1202,इस ड्रेस को कितनी जल्दी तैयार कर सकते हो?,hindi,1
1203,मुझे तुम्हारे बेगुनाह होने पर पूरा यकीन है।,hindi,1
1204,मुझे अम्रीकी साहित्य में दिलचस्पी है।,hindi,1
1205,मैं आपकी मदद के लिए बहुत आभारी हूँ।,hindi,1
1206,मैंने छोटी उम्र से ही गाना गाना शुरू कर दिया था।,hindi,1
1207,मैं इस शोर को और बर्दाश्त नहीं कर सकती।,hindi,1
1208,मुझे कैंचियों के अलावा और कुछ नहीं मिला।,hindi,1
1209,मैं जानता हूँ कि यह सब एक खेल है।,hindi,1
1210,मेरी उसके साथ पहली मुलाकात लंदन में हुई थी।,hindi,1
1211,मुझे आज थोड़ा जल्दी घर जाना है।,hindi,1
1212,मैं सारे सवालों का जवाब दे पाया था।,hindi,1
1213,फिर मैं उससे उसके बारे में कल पूछूँगा।,hindi,1
1214,मैं पता लगाऊँगा कि यह दिवाई कैसे काम करती है।,hindi,1
1215,मैं अपना कर्ज़ जल्द-से-जल्द चुकताऊँगा।,hindi,1
1216,मैं उससे कल दोपहर को मिलना चाहता हूँ।,hindi,1
1217,मैं अगले हफ़्ते टोक्यो में हूँगा काम पर।,hindi,1
1218,अगर आपके पास समय हो तो हमसे मिलने आईएगा।,hindi,1
1219,वह दो हफ़्तों में अपने-आप चला जाएगा।,hindi,1
1220,माँ ने उसके लिए एक सुन्दर सी गुड़िया खरीदी।,hindi,1
1221,मेरे पिता मेरे विदेश जाने से राज़ी थे।,hindi,1
1222,मेरी माँ को अक्सर सिरदर्द होता है।,hindi,1
1223,अब तो उसे कोई चमत्कार ही बचा सकता है।,hindi,1
1224,आज से दो हफ़्तों के बाद फिरसे आईएगा।,hindi,1
1225,वह भारत के किसी गाँव में रह रही है।,hindi,1
1226,वह मुझे उसकी माँ की याद दिलाती है।,hindi,1
1227,"उसने अपने आप से कहा: ""मैं बहुत खुश हूँ""",hindi,1
1228,बोलने और करने में फ़र्क होता है।,hindi,1
1229,यह लड़का मेरा छाता नहीं चुरा सकता था।,hindi,1
1230,यह महाशय बहुत जाने-माने पियानिस्ट हैं।,hindi,1
1231,बत्तियाँ पूरी रात से जल रहीं हैं।,hindi,1
1232,वह अफ़वाह एकदम झूठी निकली।,hindi,1
1233,उसकी गाल पर जो चोट का निशान है वह अब बहुत हल्का हो गया है।,hindi,1
1234,इन दो भाषाओं में बहुत सारी समानताएं हैं।,hindi,1
1235,काम कल तक खतम होना होगा।,hindi,1
1236,उन्हें एक-दूसरे से प्यार हो जाएगा।,hindi,1
1237,हमे पर्यावरण की रक्षा करने की कोशिश करनी चाहिए।,hindi,1
1238,कनाडा में कौनसी भाषाएं बोली जाती हैं?,hindi,1
1239,इन दोनो में से ज़्यादा महंगा कौनसा है?,hindi,1
1240,इस तरह की आम कहावत को कौन नहीं जानता?,hindi,1
1241,कर्मचारियों को अपने बाल छोटे कटाने होते हैं।,hindi,1
1242,आवाज़ थोड़ी धीमी कर सकते हो क्या?,hindi,1
1243,तुम्हे क्लब के नियमों का पालन करना होगा।,hindi,1
1244,तुम्हारी जुर्रत कैसे हुई यह बोलने की?!,hindi,1
1245,तुम्हारे इगज़ैम के रिज़ल्ट बहुत अच्छे हैं।,hindi,1
1246,तुम्हे बस उसकी सलाह के मुताबिक काम करना होगा।,hindi,1
1247,भारत में कई लोग गाय को पूज्य मानते हैं।,hindi,1
1248,वह उस दरवाज़े से धीरे से कमरे में घुसा।,hindi,1
1249,उसे बहुत सारे कष्ट सहने पड़े थे।,hindi,1
1250,उसे अपने सामान की कीमतें कम करनीं पड़ीं।,hindi,1
1251,उसने मुझे अपनी शादी में आने का का न्योता दिया है।,hindi,1
1252,वह हमेशा अपने बॉस की शिकायत करता रहता है।,hindi,1
1253,वह एक महान कवि ही नहीं बल्कि एक डॉक्टर भी थे।,hindi,1
1254,वह सर से पांव तक कीचड़ में लतपत था।,hindi,1
1255,उसके नसीब में उससे फिरसे मिलना नहीं लिखा हुआ था।,hindi,1
1256,वह उसकी कामयाबी की खबर सुनकर खुश था।,hindi,1
1257,थोड़ा और नमक डाल दोगे?,hindi,1
1258,तुम्हें कॉनसर्ट की टिकटें कैसे मिलीं?,hindi,1
1259,हमारे पास इस काम को खतम करने के लिए कितना समय है?,hindi,1
1260,मुझे भरोसा है कि वह अपना वादा निभाएगा।,hindi,1
1261,मुझे ठीक से नहीं पता इस शब्द को कैसे पढ़ा जाता है।,hindi,1
1262,मैं उसके अक्खड़पन अब और बर्दाश्त नहीं कर सकता।,hindi,1
1263,मुझे नहीं पता मेरे पास यह करने के लिए समय होगा कि नहीं।,hindi,1
1264,मैं पूरी सुबह से चिट्ठियाँ लिख रहा हूँ।,hindi,1
1265,मैं पूरी सुबह से चिट्ठियाँ लिख रही हूँ।,hindi,1
1266,"मैंने फ़रिश्तों को देखा है, उनसे बातचीत भी की है।",hindi,1
1267,मैं निराश था कि तुमने फ़ोन नहीं किया।,hindi,1
1268,काश मेरे पास और समय होता तुम्हारे साथ बात करने के लिए।,hindi,1
1269,मुझे बाहर जाने से घर में रहना पसंद है।,hindi,1
1270,मैं मंगलवार के आने से पहले तुमसे खबर सुनने की उम्मीद रखूँगा।,hindi,1
1271,मैं तुम्हें एक-दो दिन में जवाब दूँगा।,hindi,1
1272,मुझे अपने पिता की ग़रीबी पर शर्म नहीं आती है।,hindi,1
1273,मैं उसे पहचानता हूँ पर मैं उससे कभी मिला नहीं हूँ।,hindi,1
1274,मैं उसे पहचानता हूँ पर मैं उससे कभी मिला नहीं हूँ।,hindi,1
1275,ट्रेन के आने का समय लगभग आ गया है।,hindi,1
1276,दिन ढल रहा है। तुम्हे घर जाना चाहिए।,hindi,1
1277,गाँव में सीधे जाते रहिए।,hindi,1
1278,मम्मी और मैं किसी भी पहलू में एक-समान नहीं हैं।,hindi,1
1279,कोई नहीं बता सका उसका वह कहने से मतलब क्या था।,hindi,1
1280,"विज्ञान तब शुरू होता है जब तुम ""क्यों"" और ""कैसे"" पूछते हो।",hindi,1
1281,उसकी अपने पहले पति से एक लड़की थी।,hindi,1
1282,उसे टीवी पर टेनिस देखना बहुत पसंद है।,hindi,1
1283,उसे शायद अपनी नौकरी अगले महीने छोड़नी पड़ेगी।,hindi,1
1284,ऐसी चीज़ हर कहीं नहीं मिलती है।,hindi,1
1285,ज़ुकाम हो तो यह दवाई ले लेना।,hindi,1
1286,मुझे बताओ तुम किस चीज़ की आशा कर रहे हो।,hindi,1
1287,नए ब्रिज को इन्द्रधनुष ब्रिज का नाम दिया गया।,hindi,1
1288,पुलिस अफ़सर ने चोर को हिरासत में लेलिया।,hindi,1
1289,यह कमरा काफ़ी देर से खाली रहा है।,hindi,1
1290,म्युज़ियम में ज़िन्दा जानवर नहीं हैं।,hindi,1
1291,बिगड़े हुए बच्चों को खुश नहीं कर सकते।,hindi,1
1292,यहाँ एक बड़ा तालाब हुआ करता था।,hindi,1
1293,मुझे तुमसे किसी बारे में बात करनी है।,hindi,1
1294,उनको दूर से बंदूक की आवाज़ सुनाई दी।,hindi,1
1295,कल तीन आदमी जेल से भाग गए।,hindi,1
1296,हमने एक साथ फ़िल्म देखी और खाना खाया।,hindi,1
1297,हमे एक-दूसरे को समझने की कोशिश करनी चाहिए।,hindi,1
1298,तुम्हे दोपहर में क्या करने का मन है?,hindi,1
1299,तुम्हारी घड़ी अब क्या समय बता रही है?,hindi,1
1300,आपकी घड़ी अब क्या समय बता रही है?,hindi,1
1301,आप थोड़ा आगे खिसक सकते हैं क्या?,hindi,1
1302,कोई भी सुशील इनसान सड़क पर थूकेगा नहीं।,hindi,1
1303,पौधे बारिश के बिना मर गए।,hindi,1
1304,जंग की वजह से बहुत सारे लोग मर गए।,hindi,1
1305,क्या तुम उस आदमी को उसकी तस्वीर से पहचान सकते हो?,hindi,1
1306,तुम्हें आज सुबह भूकम्प महसूस हुआ क्या?,hindi,1
1307,अगर लम्बी ज़िन्दगी जीना चाहते हो तो सिगरेट पीना छोड़ दो।,hindi,1
1308,"मैंने उसे पहले देखा हुआ था, इसलिए मैंने उसे पहचान लिया।",hindi,1
1309,वह बीमारी की वजह से नहीं आ सका।,hindi,1
1310,उसने चुनाव में अपने विरोधी को हरा दिया।,hindi,1
1311,वह हमारी उम्मीदों को पूरा नहीं कर पाया।,hindi,1
1312,उसने कपड़े उतारे बिना ही पानी में छलाँग लगादी।,hindi,1
1313,उसने उनको क़ैदियों को छोड़ने का आदेश दिया।,hindi,1
1314,वह बंद दरवाज़े को खोल नहीं पाया।,hindi,1
1315,मैं मुसीबत के समय में हमेशा उसपर भरोसा करती हूँ।,hindi,1
1316,मुझे पूरा विश्वास है कि उसने कोई भी ग़लत काम नहीं किया।,hindi,1
1317,मैं अपनी मम्मी के लिए तोह्फ़ा ढूँढ रहा हूँ।,hindi,1
1318,मेरा आज अंग्रेज़ी पढ़ने का मन नहीं है।,hindi,1
1319,मुझे नहीं लगता कल बारिश होगी।,hindi,1
1320,मेरे पास तुम्हारी काम में मदद करने के लिए समय नहीं है।,hindi,1
1321,मैंने किसी को पीछे से मेरे नाम पुकारते हुए सुना।,hindi,1
1322,मैंने खेल को शुरू से अंत तक देखा।,hindi,1
1323,मैं आपके अच्छेपन को कभी नहीं भूलूँगा।,hindi,1
1324,मैं आज कुछ सामान ख़रीदने जाऊँगी।,hindi,1
1325,मुझे आपसे मिलकर बहुत खुशी हुई।,hindi,1
1326,काश मुझे यह जवाब कल पता होता!,hindi,1
1327,अगर भूख लगी है तो ब्रेड खा सकते हो।,hindi,1
1328,वह जंगल में दो अजनबियों से मिली।,hindi,1
1329,ख़रीदो या न ख़रीदो तुम्हारे ऊपर है।,hindi,1
1330,"मेरे लिए उससे ""ना"" कहना बहुत मुश्किल था।",hindi,1
1331,हमारे लिए उसका घर ढूँढना आसान नहीं था।,hindi,1
1332,जापान तेल के लिए दूसरे देशों पर निर्भर है।,hindi,1
1333,मेरा भाई अक्सर पूरी रात जागे रहता था।,hindi,1
